step,return
10000,950.72509765625
20000,954.7960815429688
30000,946.3131103515625
40000,959.7036743164062
50000,1023.1115112304688
60000,1023.5673217773438
70000,1063.508056640625
80000,1154.774658203125
90000,1238.561767578125
100000,1228.084716796875
110000,1194.396240234375
120000,1273.0675048828125
130000,1246.65283203125
140000,1126.478515625
150000,1088.18896484375
160000,1046.822998046875
170000,1156.833984375
180000,1009.5513305664062
190000,934.879150390625
200000,973.6852416992188
210000,991.0473022460938
220000,996.0491333007812
230000,1046.3848876953125
240000,1279.5718994140625
250000,1059.9195556640625
260000,995.8901977539062
270000,1229.182373046875
280000,1368.3404541015625
290000,1292.9495849609375
300000,1370.7076416015625
310000,1525.8814697265625
320000,922.25830078125
330000,1343.9154052734375
340000,1335.7833251953125
350000,1257.598388671875
360000,1100.886474609375
370000,1090.413818359375
380000,1372.4112548828125
390000,900.8009643554688
400000,1330.7918701171875
410000,1199.6278076171875
420000,1363.4437255859375
430000,986.4494018554688
440000,1276.06103515625
450000,1125.112060546875
460000,1006.2586669921875
470000,1054.3900146484375
480000,1061.63916015625
490000,1207.1236572265625
500000,1131.3638916015625
510000,1184.7669677734375
520000,1097.892578125
530000,1473.3555908203125
540000,1291.6441650390625
550000,2003.4326171875
560000,1890.881103515625
570000,1919.7880859375
580000,1638.4046630859375
590000,1827.8409423828125
600000,1291.7652587890625
610000,1285.98681640625
620000,1848.659912109375
630000,514.1847534179688
640000,1439.9901123046875
650000,1995.2412109375
660000,1317.8602294921875
670000,934.5421142578125
680000,1370.8682861328125
690000,1937.02685546875
700000,1702.01416015625
710000,1802.3409423828125
720000,1947.8038330078125
730000,1415.8770751953125
740000,1856.6851806640625
750000,2126.71875
760000,2245.857421875
770000,1718.59716796875
780000,2226.454345703125
790000,2141.254638671875
800000,1823.031982421875
810000,2426.271484375
820000,2396.883056640625
830000,2274.513427734375
840000,2363.645751953125
850000,2495.285888671875
860000,2249.242919921875
870000,2453.568115234375
880000,2315.910888671875
890000,2508.807861328125
900000,2584.702880859375
910000,2738.668701171875
920000,2788.94287109375
930000,2618.510009765625
940000,2716.222900390625
950000,2669.693115234375
960000,2683.2080078125
970000,2593.458984375
980000,2782.9990234375
990000,2683.376220703125
1000000,2826.453857421875
1010000,2725.564697265625
1020000,2785.300537109375
1030000,2682.076416015625
1040000,2765.88330078125
1050000,2435.355224609375
1060000,2693.561279296875
1070000,2804.387451171875
1080000,2749.7578125
1090000,2893.712890625
1100000,2828.388671875
1110000,2902.94140625
1120000,2884.677001953125
1130000,2934.256103515625
1140000,2921.711669921875
1150000,2917.238525390625
1160000,2830.33203125
1170000,2950.614501953125
1180000,2909.199951171875
1190000,2642.30908203125
1200000,2972.567138671875
1210000,2955.489501953125
1220000,2931.08740234375
1230000,3018.558349609375
1240000,2744.881103515625
1250000,3001.853271484375
1260000,3026.75048828125
1270000,2952.275390625
1280000,3064.3408203125
1290000,3008.701171875
1300000,3010.97705078125
1310000,3061.208984375
1320000,2994.0810546875
1330000,3043.972412109375
1340000,3075.466552734375
1350000,3111.464599609375
1360000,2877.63916015625
1370000,3065.6328125
1380000,3147.787109375
1390000,3119.78515625
1400000,2919.35791015625
1410000,2821.11669921875
1420000,3081.814208984375
1430000,3089.6943359375
1440000,3149.5498046875
1450000,2775.505126953125
1460000,3156.569091796875
1470000,3071.086181640625
1480000,2976.195556640625
1490000,3122.02978515625
1500000,3169.567626953125
1510000,3038.646728515625
1520000,2897.63427734375
1530000,3042.91650390625
1540000,3124.677001953125
1550000,2961.040771484375
1560000,3231.46044921875
1570000,3198.9853515625
1580000,3255.78857421875
1590000,2284.586181640625
1600000,3058.0791015625
1610000,3227.02001953125
1620000,3239.10888671875
1630000,3212.126220703125
1640000,3308.870849609375
1650000,3273.775146484375
1660000,3311.435791015625
1670000,3294.572265625
1680000,3149.26513671875
1690000,3293.58935546875
1700000,2867.353271484375
1710000,3319.05078125
1720000,2901.06103515625
1730000,3334.888427734375
1740000,2968.744384765625
1750000,3309.782958984375
1760000,2863.476318359375
1770000,3048.46923828125
1780000,3314.544921875
1790000,3381.435546875
1800000,3423.6201171875
1810000,3145.87744140625
1820000,3468.72509765625
1830000,3462.867431640625
1840000,3487.71826171875
1850000,3468.312744140625
1860000,3521.2900390625
1870000,3212.21435546875
1880000,3319.609130859375
1890000,3552.312255859375
1900000,3219.97802734375
1910000,3569.17919921875
1920000,3507.177001953125
1930000,3540.9248046875
1940000,3517.99658203125
1950000,3467.58203125
1960000,3111.717529296875
1970000,3619.12890625
1980000,3414.702880859375
1990000,3083.90234375
2000000,3597.554931640625
2010000,3551.133056640625
2020000,3654.485595703125
2030000,2980.35693359375
2040000,3623.231201171875
2050000,3679.350830078125
2060000,3717.88232421875
2070000,3659.04248046875
2080000,3365.244873046875
2090000,3724.220947265625
2100000,3486.70068359375
2110000,3734.68212890625
2120000,3423.169677734375
2130000,3791.963623046875
2140000,3725.4072265625
2150000,3422.8564453125
2160000,3800.052734375
2170000,3737.965576171875
2180000,3765.10693359375
2190000,3830.887451171875
2200000,3801.151123046875
2210000,3828.208251953125
