step,return
10000,923.3324584960938
20000,958.499267578125
30000,971.9119262695312
40000,1059.9813232421875
50000,1102.0045166015625
60000,1140.16015625
70000,1208.6015625
80000,1193.8963623046875
90000,1206.05322265625
100000,1241.64697265625
110000,1024.4732666015625
120000,1260.78515625
130000,1112.5703125
140000,1118.67529296875
150000,1183.7088623046875
160000,1220.73779296875
170000,1048.82177734375
180000,1163.9334716796875
190000,1084.4678955078125
200000,883.2424926757812
210000,980.4406127929688
220000,1010.445556640625
230000,999.490234375
240000,1016.6697387695312
250000,1167.40625
260000,983.4658203125
270000,988.5772094726562
280000,1160.8597412109375
290000,1018.2740478515625
300000,1129.34130859375
310000,1007.8236694335938
320000,890.1964721679688
330000,1049.5899658203125
340000,667.8496704101562
350000,897.1075439453125
360000,561.8506469726562
370000,834.4660034179688
380000,1101.6121826171875
390000,943.8709716796875
400000,991.1588134765625
410000,1116.63720703125
420000,875.2548217773438
430000,639.5202026367188
440000,670.7177124023438
450000,996.4963989257812
460000,825.248291015625
470000,985.1149291992188
480000,1312.740478515625
490000,898.3982543945312
500000,1123.8402099609375
510000,1765.900634765625
520000,1622.809814453125
530000,1415.0782470703125
540000,1794.74169921875
550000,1437.9608154296875
560000,1223.707275390625
570000,1748.7535400390625
580000,1462.7452392578125
590000,1663.4722900390625
600000,1105.3345947265625
610000,1889.5018310546875
620000,1245.8883056640625
630000,1779.2447509765625
640000,1550.8955078125
650000,1198.0970458984375
660000,1643.62060546875
670000,2012.3424072265625
680000,1442.34375
690000,1616.6717529296875
700000,2145.373779296875
710000,2027.67626953125
720000,1937.7034912109375
730000,2395.249267578125
740000,2206.25048828125
750000,1880.1773681640625
760000,2479.894775390625
770000,2289.73388671875
780000,2868.67822265625
790000,1932.044189453125
800000,2776.32373046875
810000,3026.88818359375
820000,2682.79931640625
830000,2545.9912109375
840000,2318.000732421875
850000,2797.06201171875
860000,2809.04736328125
870000,1545.7269287109375
880000,2126.22314453125
890000,2496.719482421875
900000,2474.931396484375
910000,3312.873779296875
920000,2438.726318359375
930000,2919.496337890625
940000,2622.09375
